ID,Pos,Games ,MIN,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,OREB,DREB,TotalREB,AST,STL,BLK,TOV,PF,PPG,ASTPG,REBPG,STLPG,BLKPG,PFPG,MINPG,eFG,PER,TS%,USG%,OBPM,DBPM,VORP,Salary
12298,SF,69,1416,143,347,0.412,1,7,0.143,142,340,0.418,110,139,0.791,52,122,174,85,55,15,76,114,415,1.231884058,2.52173913,0.797101449,0.217391304,1.652173913,20.52173913,0.413544669,10,0.486,15.6,-3.1,0.3,-0.3,4104627
12339,SF,78,1828,150,360,0.417,75,180,0.417,75,180,0.417,91,111,0.82,42,159,201,98,48,9,68,144,781,1.256410256,2.576923077,0.615384615,0.115384615,1.846153846,23.43589744,0.520833333,9.6,0.57,11.8,-1.2,-0.6,0.1,1730100
12359,PG,4,92,7,23,0.304,0,1,0,7,22,0.318,1,2,0.5,1,6,7,19,4,2,5,13,18,4.75,1.75,1,0.5,3.25,23,0.304347826,6.8,0.314,14.1,-4.8,-0.3,-0.1,1282695
12367,SF,38,846,73,186,0.392,15,61,0.246,58,125,0.464,22,30,0.733,29,73,102,98,29,4,48,99,321,2.578947368,2.684210526,0.763157895,0.105263158,2.605263158,22.26315789,0.432795699,8,0.459,13.1,-3.4,0.5,-0.2,8097740
12373,PF,55,2025,411,865,0.475,1,5,0.2,410,860,0.477,310,435,0.713,157,339,496,78,64,89,177,188,1145,1.418181818,9.018181818,1.163636364,1.618181818,3.418181818,36.81818182,0.475722543,19.8,0.536,27.5,0.8,-0.7,1.1,3249017
12477,SG,11,96,10,38,0.263,2,4,0.5,8,34,0.235,3,6,0.5,6,9,15,4,3,0,6,7,31,0.363636364,1.363636364,0.272727273,0,0.636363636,8.727272727,0.289473684,2.3,0.308,21.3,-6.3,-3.6,-0.2,1092307
12479,C,32,395,50,99,0.505,0,0,NA,50,99,0.505,30,35,0.857,29,55,84,19,7,13,22,65,130,0.59375,2.625,0.21875,0.40625,2.03125,12.34375,0.505050505,13.3,0.568,16.1,-1.6,0.6,0.1,877364
12518,PF,41,733,38,117,0.325,0,0,NA,38,117,0.325,16,38,0.421,78,129,207,41,22,21,42,103,92,1,5.048780488,0.536585366,0.512195122,2.512195122,17.87804878,0.324786325,7,0.344,11.2,-4.2,0.6,-0.3,1135064
12521,C,71,1211,93,195,0.477,0,0,NA,93,195,0.477,44,54,0.815,131,186,317,44,47,32,54,217,230,0.61971831,4.464788732,0.661971831,0.450704225,3.056338028,17.05633803,0.476923077,10.6,0.526,10.2,-3.2,-0.4,-0.5,4275653
12549,PF,82,1606,159,312,0.51,0,4,0,159,308,0.516,61,116,0.526,125,217,342,90,73,70,69,170,391,1.097560976,4.170731707,0.890243902,0.853658537,2.073170732,19.58536585,0.509615385,13.1,0.522,12.1,-1,1.9,1.2,11262070
12558,SF,80,2940,536,1261,0.425,145,427,0.34,391,834,0.469,233,297,0.785,97,273,370,244,142,20,223,216,2296,3.05,4.625,1.775,0.25,2.7,36.75,0.482553529,16.1,0.521,25,1,-0.8,1.5,1710261
12560,PF,36,406,53,116,0.457,0,3,0,53,113,0.469,19,43,0.442,50,68,118,19,13,1,22,40,134,0.527777778,3.277777778,0.361111111,0.027777778,1.111111111,11.27777778,0.456896552,12.6,0.463,17.6,-1.1,-1.3,0,627547
12577,SG,82,2780,317,688,0.461,49,142,0.345,268,546,0.491,148,172,0.86,69,260,329,347,151,41,155,186,1110,4.231707317,4.012195122,1.841463415,0.5,2.268292683,33.90243902,0.496366279,14,0.544,14.9,-0.3,1.1,2,11800802
12590,PF,75,1280,67,165,0.406,0,3,0,67,162,0.414,83,148,0.561,156,252,408,33,54,10,65,176,226,0.44,5.44,0.72,0.133333333,2.346666667,17.06666667,0.406060606,9.9,0.471,10.7,-2.7,-1.2,-0.6,1197182
12598,SF,10,63,13,20,0.65,0,0,NA,13,20,0.65,8,12,0.667,2,9,11,2,0,1,3,2,34,0.2,1.1,0,0.1,0.2,6.3,0.65,21.6,0.672,20.7,3.8,-0.7,0.1,152835
12608,PF,72,730,65,153,0.425,13,39,0.333,52,114,0.456,31,44,0.705,39,88,127,113,28,8,44,70,252,1.569444444,1.763888889,0.388888889,0.111111111,0.972222222,10.13888889,0.467320261,12.7,0.505,13.3,-0.4,1.3,0.5,627547
12620,SF,75,2112,265,577,0.459,75,172,0.436,190,405,0.469,84,111,0.757,45,208,253,195,85,23,103,142,980,2.6,3.373333333,1.133333333,0.306666667,1.893333333,28.16,0.524263432,13.9,0.55,16.2,0.2,1.1,1.8,8551306
12633,PG,38,364,25,86,0.291,3,10,0.3,22,76,0.289,16,25,0.64,8,31,39,40,11,2,18,22,90,1.052631579,1.026315789,0.289473684,0.052631579,0.578947368,9.578947368,0.308139535,6.1,0.356,14.3,-4.5,-1.6,-0.4,2314188
12658,SF,57,583,81,178,0.455,6,21,0.286,75,157,0.478,32,46,0.696,43,49,92,19,19,20,23,66,245,0.333333333,1.614035088,0.333333333,0.350877193,1.157894737,10.22807018,0.471910112,13,0.504,17.6,-1.5,-1,-0.1,1177821
12690,C,82,1961,197,362,0.544,0,4,0,197,358,0.55,103,154,0.669,248,362,610,64,71,27,60,189,509,0.780487805,7.43902439,0.865853659,0.329268293,2.304878049,23.91463415,0.544198895,16.2,0.578,11.8,0.8,0.5,1.6,6841045
12710,SF,45,516,47,132,0.356,23,63,0.365,24,69,0.348,21,29,0.724,8,62,70,30,14,14,23,72,258,0.666666667,1.555555556,0.311111111,0.311111111,1.6,11.46666667,0.443181818,,,,,,,2388277
12730,SF,64,1245,108,276,0.391,2,19,0.105,106,257,0.412,36,46,0.783,65,90,155,72,25,19,54,109,305,1.125,2.421875,0.390625,0.296875,1.703125,19.453125,0.394927536,6.7,0.429,12.6,-3.4,-1,-0.8,4204677
12750,C,82,2692,535,1025,0.522,0,2,0,535,1023,0.523,361,446,0.809,197,538,735,122,22,156,204,273,1437,1.487804878,8.963414634,0.268292683,1.902439024,3.329268293,32.82926829,0.52195122,21.9,0.586,25.3,1.7,1.1,3.2,7093411
12779,C,7,15,0,4,0,0,0,NA,0,4,0,1,2,0.5,0,1,1,0,1,1,2,3,1,0,0.142857143,0.142857143,0.142857143,0.428571429,2.142857143,0,,,,,,,1282695
12787,PF,52,392,18,53,0.34,0,0,NA,18,53,0.34,10,12,0.833,39,48,87,18,18,16,6,47,46,0.346153846,1.673076923,0.346153846,0.307692308,0.903846154,7.538461538,0.339622642,9.9,0.395,7.2,-2.1,1.8,0.2,2137826
12821,SF,78,1701,149,375,0.397,43,139,0.309,106,236,0.449,34,51,0.667,96,216,312,117,48,18,64,159,663,1.5,4,0.615384615,0.230769231,2.038461538,21.80769231,0.454666667,9.7,0.472,12.4,-1.9,0.3,0.2,4788731
12843,PG,53,763,87,232,0.375,30,100,0.3,57,132,0.432,51,58,0.879,9,51,60,116,37,2,47,62,465,2.188679245,1.132075472,0.698113208,0.037735849,1.169811321,14.39622642,0.439655172,13.1,0.495,18.1,-0.9,-0.6,0.1,1284712
12857,C,56,1577,255,513,0.497,0,0,NA,255,513,0.497,79,138,0.572,119,292,411,49,30,61,78,165,589,0.875,7.339285714,0.535714286,1.089285714,2.946428571,28.16071429,0.497076023,14.4,0.513,18.7,-1.1,-0.7,0.1,2565391
12906,PF,74,2699,381,813,0.469,1,5,0.2,380,808,0.47,243,323,0.752,261,489,750,111,82,33,172,219,1018,1.5,10.13513514,1.108108108,0.445945946,2.959459459,36.47297297,0.469249692,15.9,0.527,19.6,-0.2,-0.5,0.9,9406437
12949,SF,82,2624,211,502,0.42,77,212,0.363,134,290,0.462,66,114,0.579,45,208,253,113,84,33,90,166,970,1.37804878,3.085365854,1.024390244,0.402439024,2.024390244,32,0.497011952,8.2,0.512,11.3,-2.6,2.2,1,6242453
12952,PF,81,3067,663,1368,0.485,1,5,0.2,662,1363,0.486,299,393,0.761,242,609,851,163,68,41,247,227,1638,2.012345679,10.50617284,0.839506173,0.50617284,2.802469136,37.86419753,0.48501462,19.6,0.528,27.6,1.1,-1.6,1.2,2004699
12974,PF,4,23,2,5,0.4,0,2,0,2,3,0.667,1,1,1,1,4,5,0,0,0,2,3,11,0,1.25,0,0,0.75,5.75,0.4,2.1,0.46,14.7,-8.1,-2.1,0,1282695
12991,SG,80,3099,602,1497,0.402,115,384,0.299,487,1113,0.438,517,631,0.819,69,453,522,410,131,52,303,234,2643,5.125,6.525,1.6375,0.65,2.925,38.7375,0.440547762,19.4,0.517,30.5,2.3,-0.3,3.2,19370793
13013,PF,2,27,2,6,0.333,0,0,NA,2,6,0.333,0,0,NA,1,6,7,1,1,0,0,1,4,0.5,3.5,0.5,0,0.5,13.5,0.333333333,8.8,0.333,10.3,-2.1,1.2,0,8552332
13040,PF,75,2081,367,765,0.48,0,2,0,367,763,0.481,128,174,0.736,131,253,384,107,43,47,149,253,868,1.426666667,5.12,0.573333333,0.626666667,3.373333333,27.74666667,0.479738562,13.6,0.512,22.7,-1.9,0.1,0.1,13340038
13044,C,55,595,54,151,0.358,0,1,0,54,150,0.36,33,37,0.892,24,73,97,29,14,10,22,89,144,0.527272727,1.763636364,0.254545455,0.181818182,1.618181818,10.81818182,0.357615894,6.8,0.421,14.5,-5.4,-0.6,-0.6,1829979
13054,SG,81,2998,473,1156,0.409,177,479,0.37,296,677,0.437,278,333,0.835,38,270,308,258,92,34,129,226,2307,3.185185185,3.802469136,1.135802469,0.419753086,2.790123457,37.01234568,0.485726644,16.7,0.538,22.5,2.2,0.2,3.4,21093935
13058,PF,8,19,3,7,0.429,0,0,NA,3,7,0.429,2,4,0.5,2,2,4,1,1,0,1,1,8,0.125,0.5,0.125,0,0.125,2.375,0.428571429,16.4,0.457,24.3,1.8,-0.3,0,1609424
13070,SG,79,3122,622,1492,0.417,63,217,0.29,559,1275,0.438,347,460,0.754,99,333,432,465,130,58,273,149,2116,5.886075949,5.46835443,1.64556962,0.734177215,1.886075949,39.51898734,0.438002681,18.3,0.488,28.2,2.3,-0.6,2.9,6873403
13142,C,82,2353,328,700,0.469,0,0,NA,328,700,0.469,54,114,0.474,257,376,633,114,51,165,107,247,710,1.390243902,7.719512195,0.62195122,2.012195122,3.012195122,28.69512195,0.468571429,15.3,0.473,16.8,-1.1,2.2,1.9,9577463
13148,SF,73,1651,200,395,0.506,2,12,0.167,198,383,0.517,105,190,0.553,129,139,268,139,84,21,105,152,537,1.904109589,3.671232877,1.150684932,0.287671233,2.082191781,22.61643836,0.508860759,14.6,0.53,16.7,-0.4,0.7,1,9313398
13170,C,67,2464,554,948,0.584,0,0,NA,554,948,0.584,331,676,0.49,246,523,769,196,34,166,195,225,1439,2.925373134,11.47761194,0.507462687,2.47761194,3.358208955,36.7761194,0.584388186,24.4,0.578,26.3,3.8,1,4.1,42328965
13196,PG,76,2332,309,714,0.433,80,209,0.383,229,505,0.453,101,131,0.771,26,161,187,317,61,5,124,185,1186,4.171052632,2.460526316,0.802631579,0.065789474,2.434210526,30.68421053,0.488795518,12.6,0.518,17.4,-0.5,-2,-0.3,2565391
13227,PG,82,1401,95,257,0.37,4,9,0.444,91,248,0.367,147,176,0.835,23,147,170,234,51,8,81,119,356,2.853658537,2.073170732,0.62195122,0.097560976,1.451219512,17.08536585,0.377431907,12.2,0.51,13.3,-2.3,0.3,0,4204677
13255,SF,66,2089,363,813,0.446,73,194,0.376,290,619,0.468,171,218,0.784,64,256,320,124,64,20,116,196,1333,1.878787879,4.848484848,0.96969697,0.303030303,2.96969697,31.65151515,0.491389914,15.1,0.534,22.4,0.6,-0.5,1.1,20223839
13277,PG,16,186,17,45,0.378,8,18,0.444,9,27,0.333,5,5,1,3,12,15,14,6,2,6,6,77,0.875,0.9375,0.375,0.125,0.375,11.625,0.466666667,10.1,0.498,12.6,-0.5,0.1,0.1,1829979
13280,PG,5,87,11,37,0.297,0,3,0,11,34,0.324,0,0,NA,2,9,11,12,4,0,12,9,31,2.4,2.2,0.8,0,1.8,17.4,0.297297297,0.3,0.297,26,-9.9,-1,-0.2,1284712
13293,PF,78,2788,608,1400,0.434,2,18,0.111,606,1382,0.438,348,460,0.757,193,585,778,164,59,199,181,248,1614,2.102564103,9.974358974,0.756410256,2.551282051,3.179487179,35.74358974,0.435,21.1,0.489,30.2,1.1,1.3,3.1,22493356
13299,PF,2,11,1,4,0.25,0,1,0,1,3,0.333,0,0,NA,2,1,3,1,1,0,2,3,5,0.5,1.5,0.5,0,1.5,5.5,0.25,-1,0.25,24.6,-12.2,-2.3,0,1955444
13374,SF,80,3119,382,900,0.424,162,405,0.4,220,495,0.444,107,127,0.843,52,435,487,226,86,23,175,227,1762,2.825,6.0875,1.075,0.2875,2.8375,38.9875,0.514444444,12.2,0.54,17.3,-0.4,1,2.1,3762574
13391,C,72,2162,262,549,0.477,0,2,0,262,547,0.479,98,136,0.721,211,516,727,132,86,187,98,239,628,1.833333333,10.09722222,1.194444444,2.597222222,3.319444444,30.02777778,0.47723133,17.8,0.511,14.3,-0.1,2.5,2.5,12399394
13429,C,65,1674,257,586,0.439,0,5,0,257,581,0.442,96,131,0.733,144,301,445,71,45,58,77,192,625,1.092307692,6.846153846,0.692307692,0.892307692,2.953846154,25.75384615,0.438566553,14,0.474,19.4,-1.7,-0.5,0,11287724
13440,SF,55,969,117,254,0.461,38,99,0.384,79,155,0.51,17,27,0.63,41,105,146,64,30,7,29,80,472,1.163636364,2.654545455,0.545454545,0.127272727,1.454545455,17.61818182,0.535433071,12.5,0.543,13.7,0.3,0.2,0.6,3006023
13468,PF,42,494,69,140,0.493,0,1,0,69,139,0.496,42,58,0.724,68,89,157,14,18,12,32,57,183,0.333333333,3.738095238,0.428571429,0.285714286,1.357142857,11.76190476,0.492857143,17.2,0.544,18.6,0,-1.2,0.1,3148248
13530,PG,56,1037,105,246,0.427,2,8,0.25,103,238,0.433,49,65,0.754,14,98,112,204,84,1,72,107,279,3.642857143,2,1.5,0.017857143,1.910714286,18.51785714,0.430894309,,,,,,,8551306
13568,C,43,527,90,186,0.484,2,3,0.667,88,183,0.481,16,27,0.593,38,94,132,17,20,16,16,95,201,0.395348837,3.069767442,0.465116279,0.372093023,2.209302326,12.25581395,0.489247312,14.4,0.5,18.1,-2.1,-0.3,-0.1,1829979
13587,PF,65,2252,439,900,0.488,7,25,0.28,432,875,0.494,201,294,0.684,133,484,617,160,95,82,168,230,1140,2.461538462,9.492307692,1.461538462,1.261538462,3.538461538,34.64615385,0.491666667,18.7,0.528,25,0.1,1.8,2.2,8771398
13594,SF,21,195,27,72,0.375,17,42,0.405,10,30,0.333,13,20,0.65,5,24,29,7,4,7,19,36,159,0.333333333,1.380952381,0.19047619,0.333333333,1.714285714,9.285714286,0.493055556,8.4,0.52,23,-3.7,-0.6,-0.1,1437235
13605,C,56,625,71,139,0.511,0,0,NA,71,139,0.511,75,92,0.815,114,136,250,9,12,11,37,148,217,0.160714286,4.464285714,0.214285714,0.196428571,2.642857143,11.16071429,0.510791367,15.9,0.605,15.2,-1.7,-2.4,-0.3,9284327
13643,SF,62,673,88,237,0.371,10,29,0.345,78,208,0.375,38,60,0.633,46,90,136,46,20,14,52,88,281,0.741935484,2.193548387,0.322580645,0.225806452,1.419354839,10.85483871,0.392405063,9.4,0.425,22.2,-4.1,-0.8,-0.5,1802136
13647,C,76,1682,133,281,0.473,0,0,NA,133,281,0.473,65,106,0.613,158,240,398,72,43,62,40,154,331,0.947368421,5.236842105,0.565789474,0.815789474,2.026315789,22.13157895,0.473309609,12.9,0.505,10.3,-0.7,0.4,0.7,15498174
13680,SF,80,2073,262,645,0.406,101,241,0.419,161,404,0.399,114,161,0.708,52,306,358,154,80,32,94,165,1159,1.925,4.475,1,0.4,2.0625,25.9125,0.484496124,14.1,0.516,18.1,0.1,2.4,2.3,3413016
13726,PF,81,2877,529,1169,0.453,0,1,0,529,1168,0.453,318,393,0.809,171,399,570,158,54,22,178,284,1379,1.950617284,7.037037037,0.666666667,0.271604938,3.50617284,35.51851852,0.452523524,15.6,0.513,23.9,-0.3,-2.5,-0.6,8409354
13736,SF,45,675,119,250,0.476,50,108,0.463,69,142,0.486,16,21,0.762,4,57,61,23,10,13,28,72,478,0.511111111,1.355555556,0.222222222,0.288888889,1.6,15,0.576,14,0.586,20,0.8,-0.7,0.4,964038
13737,PG,17,139,7,27,0.259,0,1,0,7,26,0.269,0,0,NA,3,3,6,24,10,0,10,14,17,1.411764706,0.352941176,0.588235294,0,0.823529412,8.176470588,0.259259259,4.7,0.259,12.6,-6.3,1,-0.1,1282695
13751,SF,42,1336,275,614,0.448,34,100,0.34,241,514,0.469,114,137,0.832,46,143,189,57,42,9,106,96,896,1.357142857,4.5,1,0.214285714,2.285714286,31.80952381,0.475570033,15,0.518,27.4,-0.3,-1.2,0.1,18351103
13777,SF,31,1134,193,410,0.471,8,33,0.242,185,377,0.491,108,157,0.688,91,156,247,63,22,2,65,102,577,2.032258065,7.967741935,0.709677419,0.064516129,3.290322581,36.58064516,0.480487805,16.1,0.524,22.3,1,-1.8,0.3,7337020
13790,PG,52,1378,153,370,0.414,77,207,0.372,76,163,0.466,49,67,0.731,28,108,136,303,84,17,110,132,822,5.826923077,2.615384615,1.615384615,0.326923077,2.538461538,26.5,0.517567568,16.4,0.541,17.5,1.7,1.8,1.9,1473561
13838,SG,26,328,32,98,0.327,13,39,0.333,19,59,0.322,19,22,0.864,1,30,31,26,11,6,20,36,174,1,1.192307692,0.423076923,0.230769231,1.384615385,12.61538462,0.392857143,7.7,0.446,18.7,-4,0.5,-0.1,964038
13889,C,85,2664,266,549,0.485,0,0,NA,266,549,0.485,140,217,0.645,195,419,614,71,54,307,120,300,672,0.835294118,7.223529412,0.635294118,3.611764706,3.529411765,31.34117647,0.484517304,14.4,0.521,13.2,-2,2.3,1.5,17369841
13893,C,38,506,44,96,0.458,0,0,NA,44,96,0.458,33,55,0.6,65,69,134,10,11,19,26,52,121,0.263157895,3.526315789,0.289473684,0.5,1.368421053,13.31578947,0.458333333,12.3,0.503,13.6,-1.6,-0.6,0,1092307
13917,PF,79,2134,369,829,0.445,9,42,0.214,360,787,0.457,167,262,0.637,160,356,516,89,62,72,126,196,1013,1.126582278,6.53164557,0.784810127,0.911392405,2.481012658,27.01265823,0.450542823,15.6,0.484,22.7,-0.8,-1.7,-0.2,5138582
13920,PF,55,1106,92,224,0.411,0,1,0,92,223,0.413,39,54,0.722,79,154,233,71,24,21,29,70,226,1.290909091,4.236363636,0.436363636,0.381818182,1.272727273,20.10909091,0.410714286,10.6,0.45,11.2,-1.2,0,0.2,1829979
13960,SF,82,3133,555,1115,0.498,48,132,0.364,507,983,0.516,357,468,0.763,109,355,464,315,92,28,198,224,1767,3.841463415,5.658536585,1.12195122,0.341463415,2.731707317,38.20731707,0.519282511,18.1,0.573,22.8,1.9,0.4,3.4,2712953
13961,PF,69,2670,484,982,0.493,0,1,0,484,981,0.493,411,532,0.773,269,445,714,227,64,154,193,229,1382,3.289855072,10.34782609,0.927536232,2.231884058,3.31884058,38.69565217,0.49287169,23.2,0.567,23.4,4,0,4,18744463
14097,PF,81,1290,141,348,0.405,41,108,0.38,100,240,0.417,69,107,0.645,108,164,272,101,48,49,55,165,593,1.24691358,3.358024691,0.592592593,0.604938272,2.037037037,15.92592593,0.46408046,14.5,0.496,16.1,0,2.7,1.5,7696175
14115,SG,80,2254,260,594,0.438,134,334,0.401,126,260,0.485,146,165,0.885,18,170,188,249,65,11,68,96,1400,3.1125,2.35,0.8125,0.1375,1.2,28.175,0.550505051,16.1,0.6,15.4,2.5,0.9,3.1,8551306
14117,PF,56,872,100,202,0.495,0,0,NA,100,202,0.495,58,78,0.744,58,119,177,29,12,14,65,134,258,0.517857143,3.160714286,0.214285714,0.25,2.392857143,15.57142857,0.495049505,9,0.546,16,-4,-0.6,-0.6,5002514
14133,PF,85,2684,501,1054,0.475,9,34,0.265,492,1020,0.482,373,429,0.869,189,450,639,174,68,37,184,222,1459,2.047058824,7.517647059,0.8,0.435294118,2.611764706,31.57647059,0.479601518,19.9,0.557,24.4,2.3,-0.7,2.4,23088527
14160,SF,79,2474,446,950,0.469,52,140,0.371,394,810,0.486,196,273,0.718,77,281,358,259,96,22,189,171,1404,3.278481013,4.53164557,1.215189873,0.278481013,2.164556962,31.3164557,0.496842105,16.1,0.533,23,0.6,-0.5,1.3,8552332
14187,PG,4,48,2,10,0.2,0,3,0,2,7,0.286,4,6,0.667,2,5,7,4,2,0,4,7,17,1,1.75,0.5,0,1.75,12,0.2,1.7,0.316,15.4,-8.4,-1.1,-0.1,1282695
14201,SF,49,703,72,191,0.377,43,122,0.352,29,69,0.42,14,16,0.875,10,63,73,26,16,5,29,42,438,0.530612245,1.489795918,0.326530612,0.102040816,0.857142857,14.34693878,0.489528796,8.7,0.507,15.4,-1.1,0.2,0.2,4275653
14207,C,2,12,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,4,0,0,0,1,4,0,0,2,0,0,2,6,#DIV/0!,-3.8,,3.7,-11.4,-1.3,0,62669
14221,C,65,1419,200,409,0.489,0,0,NA,200,409,0.489,59,92,0.641,101,188,289,53,22,28,77,161,459,0.815384615,4.446153846,0.338461538,0.430769231,2.476923077,21.83076923,0.488997555,11.2,0.511,17.2,-2.4,-1.9,-0.8,9774143
14233,PF,58,547,74,167,0.443,28,65,0.431,46,102,0.451,24,32,0.75,46,93,139,23,12,13,22,73,311,0.396551724,2.396551724,0.206896552,0.224137931,1.25862069,9.431034483,0.526946108,15.6,0.552,17.7,1,0.6,0.5,1177821
14274,SF,70,2044,278,695,0.4,40,131,0.305,238,564,0.422,77,98,0.786,71,193,264,106,71,11,110,157,946,1.514285714,3.771428571,1.014285714,0.157142857,2.242857143,29.2,0.428776978,9.4,0.456,18.4,-3,-1,-1.1,2990836
14286,PG,82,2021,389,915,0.425,67,229,0.293,322,686,0.469,168,235,0.715,45,159,204,205,81,28,149,158,1499,2.5,2.487804878,0.987804878,0.341463415,1.926829268,24.64634146,0.461748634,15.4,0.497,26.7,0.1,-1.4,0.4,964038
14372,C,79,1901,257,526,0.489,0,0,NA,257,526,0.489,191,295,0.647,183,345,528,68,36,123,113,219,705,0.860759494,6.683544304,0.455696203,1.556962025,2.772151899,24.06329114,0.488593156,16.4,0.538,17.9,-1.1,0,0.4,3764185
14379,PF,55,819,70,203,0.345,1,4,0.25,69,199,0.347,20,28,0.714,65,122,187,63,31,12,39,81,170,1.145454545,3.4,0.563636364,0.218181818,1.472727273,14.89090909,0.34729064,9.1,0.374,14.2,-2.6,0.5,0,19958749
14394,PF,42,510,66,153,0.431,0,1,0,66,152,0.434,25,42,0.595,48,53,101,22,9,17,20,68,160,0.523809524,2.404761905,0.214285714,0.404761905,1.619047619,12.14285714,0.431372549,11.1,0.458,16.6,-1.9,-1.5,-0.2,2785605
14428,PG,67,2686,554,1402,0.395,187,582,0.321,367,820,0.448,237,352,0.673,66,221,287,501,158,27,215,178,2717,7.47761194,4.28358209,2.358208955,0.402985075,2.656716418,40.08955224,0.461840228,20.7,0.492,30.1,4.7,0.5,4.8,18744463
14453,C,59,789,82,155,0.529,0,0,NA,82,155,0.529,23,69,0.333,54,116,170,12,5,73,29,101,187,0.203389831,2.881355932,0.084745763,1.237288136,1.711864407,13.37288136,0.529032258,11.2,0.504,12.3,-3.1,0,-0.2,2448410
14454,SG,56,2152,447,1017,0.44,148,378,0.392,299,639,0.468,245,271,0.904,69,217,286,268,71,11,156,132,1977,4.785714286,5.107142857,1.267857143,0.196428571,2.357142857,38.42857143,0.512291052,21.7,0.566,27.8,5.5,-1.5,3.2,23088527
14488,C,12,215,33,71,0.465,0,0,NA,33,71,0.465,30,34,0.882,8,19,27,8,2,6,10,32,96,0.666666667,2.25,0.166666667,0.5,2.666666667,17.91666667,0.464788732,13.3,0.558,20.9,-1.6,0.1,0,8409354
14490,SG,51,1810,230,612,0.376,79,259,0.305,151,353,0.428,155,188,0.824,26,156,182,228,66,3,90,79,1234,4.470588235,3.568627451,1.294117647,0.058823529,1.549019608,35.49019608,0.440359477,15.1,0.499,20.5,0.8,-0.5,1,13329776
14541,SG,58,1037,126,314,0.401,55,138,0.399,71,176,0.403,31,39,0.795,16,101,117,66,19,9,38,38,587,1.137931034,2.017241379,0.327586207,0.155172414,0.655172414,17.87931034,0.488853503,,,,,,,13169011
14563,SG,10,110,11,35,0.314,4,11,0.364,7,24,0.292,16,20,0.8,2,9,11,4,0,0,9,10,63,0.4,1.1,0,0,1,11,0.371428571,5.8,0.479,21.7,-4.8,-3.2,-0.2,1282695
14569,C,16,98,7,15,0.467,0,0,NA,7,15,0.467,1,2,0.5,6,17,23,1,3,0,7,14,15,0.0625,1.4375,0.1875,0,0.875,6.125,0.466666667,4.1,0.472,10.8,-7.6,-2.3,-0.2,2209726
14592,PF,33,418,38,99,0.384,0,2,0,38,97,0.392,29,44,0.659,42,70,112,6,9,11,15,54,111,0.181818182,3.393939394,0.272727273,0.333333333,1.636363636,12.66666667,0.383838384,10.4,0.444,15,-3,-0.5,-0.2,2907444
14605,PG,55,2066,358,914,0.392,125,333,0.375,233,581,0.401,237,317,0.748,55,199,254,275,103,12,226,176,1702,5,4.618181818,1.872727273,0.218181818,3.2,37.56363636,0.460065646,16,0.512,27.4,1.1,-1,1.1,14598790
14623,SF,73,2628,453,1013,0.447,76,231,0.329,377,782,0.482,526,620,0.848,96,334,430,224,65,16,207,217,1973,3.068493151,5.890410959,0.890410959,0.219178082,2.97260274,36,0.484698914,20.1,0.586,25.2,3.6,-1.5,2.7,11971829
14694,PF,78,2458,506,1049,0.482,4,15,0.267,502,1034,0.485,365,511,0.714,206,394,600,198,44,132,187,185,1414,2.538461538,7.692307692,0.564102564,1.692307692,2.371794872,31.51282051,0.484270734,21.7,0.542,26.8,2.9,0.1,3,4478139
14757,SG,76,2095,279,679,0.411,30,79,0.38,249,600,0.415,111,138,0.804,69,218,287,176,70,20,107,146,846,2.315789474,3.776315789,0.921052632,0.263157895,1.921052632,27.56578947,0.432989691,11.8,0.472,18.6,-1.4,-0.3,0.1,23088527
14761,SF,79,2067,278,578,0.481,0,10,0,278,568,0.489,47,77,0.61,77,183,260,136,60,12,85,184,633,1.721518987,3.291139241,0.759493671,0.151898734,2.329113924,26.16455696,0.480968858,10.6,0.493,15.5,-2.4,0.1,-0.1,1829979
14787,SG,2,13,1,7,0.143,0,0,NA,1,7,0.143,1,2,0.5,0,0,0,0,2,0,1,0,3,0,0,1,0,0,6.5,0.142857143,-4.7,0.19,31.6,-14.5,0.9,0,627547
14810,SG,53,767,143,357,0.401,19,61,0.311,124,296,0.419,59,81,0.728,16,49,65,53,26,5,59,83,490,1,1.226415094,0.490566038,0.094339623,1.566037736,14.47169811,0.427170868,10.8,0.464,27.7,-2.6,-1.2,-0.3,627547
14870,SG,41,552,54,124,0.435,11,30,0.367,43,94,0.457,15,24,0.625,24,47,71,32,22,4,24,54,191,0.780487805,1.731707317,0.536585366,0.097560976,1.317073171,13.46341463,0.47983871,9.3,0.498,12.7,-2.5,0.2,0,1498495
14905,C,75,1260,183,349,0.524,0,1,0,183,348,0.526,58,118,0.492,126,220,346,28,51,105,45,186,427,0.373333333,4.613333333,0.68,1.4,2.48,16.8,0.524355301,17,0.529,16,-1,1.6,0.8,964038
14929,SF,17,32,6,14,0.429,0,0,NA,6,14,0.429,1,4,0.25,2,1,3,3,0,4,3,6,13,0.176470588,0.176470588,0,0.235294118,0.352941176,1.882352941,0.428571429,9.3,0.412,27.6,-6.6,0.4,0,1434156
14934,SG,80,3229,460,1081,0.426,164,420,0.39,296,661,0.448,176,217,0.811,40,322,362,258,107,33,180,179,2028,3.225,4.525,1.3375,0.4125,2.2375,40.3625,0.501387604,14.1,0.535,20.1,0.5,0.9,2.8,9225363
